hour,day,rssi,distance,label
18,4,-43.98144783,0.001485654,0
0,0,-61.36608528,0.000992064,0
18,3,-49.8344827,0.002012391,0
16,0,-72.22616225,0.005454454,2
0,0,-86.15791337,0.018291971,2
23,6,-62.10575191,0.004581027,1
8,3,-56.82168492,0.002138358,0
4,4,-78.7148183,0.000959078,0
21,5,-57.79975838,0.003711945,1
19,0,-48.93715445,0.00118316,0
18,0,-92.81578156,0.004459653,1
2,3,-47.28826465,0.006694708,2
22,1,-49.49877008,0.001294856,0
7,4,-54.46940158,0.000270946,0
0,2,-55.41586106,0.007316514,1
9,3,-52.49992962,0.001015919,0
18,2,-56.19747957,0.00060103,0
2,2,-53.90570503,0.002485986,0
0,4,-56.54362943,0.006805032,1
7,4,-51.10714464,0.001111592,0
21,1,-48.21416145,0.002803215,0
0,6,-53.79078638,0.006391166,1
22,2,-57.26541631,0.002115516,0
22,3,-63.53623659,0.000868545,0
22,4,-51.75740775,0.001436496,0
18,1,-41.16571276,0.002624243,0
15,6,-61.5214293,0.001988801,0
18,5,-70.53185633,0.022427588,2
19,3,-55.16105709,0.003434368,1
19,1,-59.21706502,0.00088402,0
8,2,-43.68468247,0.00117969,0
3,5,-54.91602091,0.007898224,1
9,3,-49.6981567,0.00212448,0
22,2,-60.49357899,0.000952418,0
0,1,-59.14746119,0.000438629,1
17,3,-53.9075289,0.00581135,1
3,4,-72.70495059,0.003620726,1
1,1,-63.58598633,0.005402272,1
10,0,-73.91280796,0.002551987,1
4,1,-64.13737474,0.002096821,0
16,6,-57.66244905,0.000539097,0
1,6,-70.49383488,0.006194601,1
8,5,-52.51256372,0.001142196,0
7,6,-60.26701202,0.001090036,0
21,1,-58.29000559,0.000509738,0
11,4,-87.50416223,0.022917649,2
0,5,-55.40200091,0.002126852,1
23,6,-70.69523279,0.006369585,1
23,6,-52.0396805,0.002254552,0
22,2,-60.20241187,0.002982014,1
10,1,-59.21942819,0.009206618,1
2,2,-53.21982118,0.007202189,1
22,3,-57.10894063,0.000233701,0
6,2,-70.94116501,0.007634677,1
16,3,-66.1009114,0.001869504,0
18,4,-54.26090669,0.001067369,0
22,5,-57.84955446,0.000686405,0
7,3,-65.08520205,0.000992219,0
19,0,-53.67072165,0.001150224,0
20,3,-38.58898469,0.001022309,0
23,6,-54.46421334,0.00213637,0
10,5,-50.90031919,0.000675446,0
7,0,-61.22156545,0.00061494,0
23,3,-84.28657065,0.002187728,1
0,3,-77.84759312,0.005467958,1
12,1,-57.66970882,0.00321512,1
5,5,-56.54112354,0.000212571,0
19,2,-56.58869769,0.002239699,0
8,5,-40.63773643,0.000938838,0
9,2,-38.27717067,0.001439858,0
20,6,-73.13872807,0.000753852,0
22,1,-49.49413109,0.004660391,1
9,6,-49.60629783,0.001257134,0
1,5,-69.94722368,0.008425648,1
3,0,-61.75331308,0.006684386,1
13,3,-62.05897522,0.000879705,0
1,4,-70.56150226,0.005451502,1
9,6,-48.07146546,0.001854382,0
10,5,-77.46098649,0.004922701,1
14,5,-64.02299815,0.000913793,0
22,6,-84.96518436,0.004605362,1
17,5,-74.76878172,0.018258214,2
21,0,-62.62301021,0.000689085,0
8,4,-58.14733372,0.000303475,0
4,2,-76.81242759,0.012001266,1
15,6,-72.18671483,0.010630467,1
10,2,-62.72624701,0.023114755,2
5,6,-68.8123558,0.018206229,2
8,4,-63.11291389,0.000818619,0
4,5,-89.07224053,0.002082965,2
8,1,-70.41341227,0.002122095,0
3,3,-51.42506692,0.002127755,0
6,4,-73.76553605,0.011030578,2
18,2,-39.4518077,0.000460302,0
20,6,-52.15638763,0.005735406,1
23,0,-67.4949734,0.000886843,0
19,4,-64.75531353,0.001848247,0
19,6,-65.40773952,0.004125798,2
1,5,-55.18333005,0.009741161,2
1,5,-41.80001741,0.003597037,1
12,0,-47.0361446,0.000269961,0
20,3,-44.91748621,0.000674683,0
0,5,-59.41970734,0.003657836,1
18,0,-43.00438595,0.002311352,0
13,5,-61.46876791,0.001020473,0
18,4,-51.499205,0.000220633,0
18,6,-58.66643928,0.001865779,0
8,5,-61.02371597,0.005535267,0
9,1,-59.96859951,0.001138136,0
7,5,-63.01151523,0.001117456,0
22,2,-44.15455436,0.000536819,0
19,2,-66.6988873,0.000867656,0
22,5,-67.39841658,0.000765131,0
0,2,-53.47295092,0.004331347,1
22,5,-80.64221552,0.006010241,1
19,0,-67.80826055,0.005758838,1
22,6,-51.71782764,0.002170765,0
18,0,-49.823396,0.001253708,0
20,0,-35.26185328,0.002153555,0
16,4,-35.05931716,0.001590828,0
18,1,-46.9168005,0.002421544,0
7,0,-52.18478652,0.00076804,0
20,0,-89.5374387,0.002480469,0
19,5,-63.60737645,0.002350764,0
12,3,-85.54847792,0.019334065,2
18,0,-55.27390442,0.0014082,0
14,4,-86.89722775,0.008543509,2
18,5,-55.20663743,0.000657863,0
9,1,-49.16629424,0.001054914,0
21,5,-37.75130878,0.000832012,0
22,5,-58.83336643,0.005054986,1
20,5,-75.12269722,0.000232454,0
19,2,-55.53522401,0.00025688,0
8,4,-38.27468324,0.00251584,0
3,0,-66.98634131,0.004329539,1
21,6,-114.4491003,0.004822519,2
21,6,-72.86175619,0.000404335,0
3,3,-67.75476361,0.005075891,1
3,0,-50.16886785,0.001415649,0
7,4,-66.68767485,0.000599395,1
22,0,-60.57021856,0.005405141,1
17,5,-47.1947161,0.001137681,0
9,4,-44.69346446,0.001918106,0
22,4,-75.28445809,0.007102684,1
1,4,-76.24126146,0.003626181,1
17,0,-58.98720074,0.001207561,0
8,2,-67.7346854,0.001848295,0
19,3,-45.07104453,0.001720995,0
19,2,-52.9713748,0.001384984,0
17,2,-78.61258264,0.005525764,1
10,5,-63.27669416,0.003907426,1
18,3,-52.14013184,0.001900214,0
9,1,-56.19518508,0.002083078,0
19,0,-54.47223244,0.000480058,0
22,4,-46.47755093,0.001390819,0
7,2,-29.41765135,0.001268666,0
21,0,-53.22262933,0.002869002,0
8,0,-58.16317821,0.001277235,0
22,5,-69.99252959,0.014501085,2
23,2,-61.14298389,0.005127234,1
9,3,-64.60767827,0.001896788,0
19,3,-54.02924643,0.000453449,0
23,5,-59.60206852,0.002106001,0
9,5,-60.50129467,0.001656883,0
18,5,-45.06175341,0.000369464,0
20,6,-51.63185652,0.001580364,0
9,3,-66.05228466,0.003039842,0
20,2,-103.9039985,0.01234763,2
22,5,-70.92378161,0.00639305,1
20,1,-68.99694625,0.001159202,0
20,2,-37.94348362,0.000937691,0
8,0,-51.42876793,0.000544136,0
13,4,-50.65012197,0.001190849,0
18,4,-62.75502185,0.000810366,0
19,5,-46.3772028,0.001207347,0
10,0,-50.93146588,0.001563673,0
17,0,-40.71857273,0.00148568,0
15,2,-46.28650442,0.001463334,0
18,2,-49.3019964,0.002965596,0
19,5,-33.80781992,0.00127598,0
21,0,-49.23817363,0.001009014,0
21,5,-53.321089,0.000112866,0
7,4,-60.60186297,0.0024804,0
8,3,-43.66739104,0.000927726,0
7,2,-56.49945986,0.000474325,0
12,5,-64.70164296,0.006460482,1
2,5,-56.5268379,0.003374431,1
19,6,-67.04892085,0.001733997,0
7,6,-45.01735272,0.00123949,0
22,3,-47.69903664,0.000728826,0
8,3,-45.29738503,0.000795702,0
21,1,-60.21451904,0.003587465,0
18,0,-47.49124886,0.000369678,0
0,5,-62.70233106,0.005156842,1
17,0,-73.83075447,0.004188248,1
1,0,-75.19806857,0.006660462,1
4,2,-54.78017113,0.02220804,2
1,0,-56.05073949,0.001548807,1
13,5,-53.8499307,0.008301034,1
8,2,-48.00266446,8.47E-05,0
7,4,-65.38225266,0.001762659,0
5,1,-65.2491843,0.000747156,0
8,6,-75.7708295,0.003194103,1
19,2,-56.93643586,0.000818478,0
15,4,-44.06923774,0.001014774,0
17,4,-65.38329444,0.001888355,0
20,1,-49.33934989,0.005132915,1
18,1,-63.33414837,0.000194197,0
14,1,-48.91386891,0.001922572,0
10,4,-47.4003109,0.001223482,0
7,6,-61.53595791,0.000971248,0
20,0,-58.09449112,0.000760927,0
15,5,-63.88453396,0.002025377,2
4,0,-40.58972686,0.005341286,2
22,5,-49.8251591,0.000208175,0
19,4,-56.06389755,0.0014901,0
2,5,-48.56929293,0.001949985,1
9,3,-45.51836976,0.001126192,0
19,3,-48.50112184,0.001802559,0
11,2,-70.9209932,0.022403793,2
20,0,-59.85776093,0.002222859,0
5,5,-49.30180723,0.001990927,0
8,4,-56.51856029,0.000637004,0
8,1,-47.76625086,0.000220412,0
18,4,-42.15892396,0.0010659,0
21,2,-21.04504228,0.000493993,0
8,5,-71.71078738,0.000820104,0
10,2,-45.09222919,0.00285405,1
8,4,-51.84932099,0.001173239,0
19,0,-54.52632493,0.001098119,0
9,4,-49.17247558,0.002513578,0
1,3,-45.98433742,0.00037415,0
3,5,-50.02030553,0.006706341,1
19,1,-64.66588305,0.000652863,0
22,1,-49.8531266,0.00185334,0
17,3,-59.55836584,0.000903236,0
8,6,-53.06149417,0.000980881,0
21,3,-76.0874232,0.001320571,0
23,1,-58.57802186,0.003449661,1
19,6,-49.06434205,0.00168041,0
10,5,-49.17478015,0.014304098,2
4,1,-50.72717123,0.001600003,0
6,5,-50.85278002,0.006324006,1
22,4,-69.14960688,0.002009464,0
22,2,-49.08397403,0.002157458,0
9,1,-45.28002064,0.002698773,0
20,0,-68.40734538,0.001623544,0
19,2,-64.83627154,0.001536659,0
8,1,-47.37897039,0.000990195,0
21,0,-66.02539001,0.002144632,0
5,0,-49.47159452,0.000965394,0
10,2,-52.82717482,0.006461483,1
18,3,-34.31615401,0.001186867,0
20,2,-64.05995773,0.002753928,0
18,0,-61.32913462,0.001863532,0
18,0,-64.90779008,0.002208803,0
15,2,-49.34476452,0.001953492,0
22,6,-55.45245769,0.002443395,0
21,1,-52.78678122,0.000313989,0
20,2,-63.32636396,0.000661949,0
19,6,-80.66769109,0.011137912,1
7,2,-42.23002163,0.001376413,0
1,0,-60.87494029,0.004510791,1
22,0,-48.83011195,0.000483444,0
9,1,-49.30047078,0.002203829,0
20,5,-57.38803669,0.001229127,0
0,2,-49.2444771,0.00034367,0
8,4,-55.58468152,0.000823083,0
11,5,-64.83247028,0.020736762,2
19,2,-63.06909719,0.00064792,0
9,4,-64.44197044,0.000730775,0
9,4,-56.18034718,0.001470358,0
21,4,-64.57743554,0.001476344,0
1,1,-51.5228098,0.004630991,1
19,5,-58.86228067,0.000583821,0
21,2,-68.5258445,0.004675055,2
2,0,-77.08519011,0.003494933,1
1,1,-48.20926872,0.000877614,0
3,4,-77.4758058,0.006050352,1
20,6,-48.01596612,0.000932707,0
23,4,-44.90312841,0.002786389,1
19,1,-58.07409165,0.001305367,0
10,2,-50.66638554,0.001133297,0
7,2,-58.95490762,0.001542417,0
20,4,-32.19137412,0.001016973,0
8,6,-62.00003106,0.001632641,0
17,4,-53.35354205,0.003343734,1
17,1,-64.31823039,0.00254781,2
20,4,-45.45731418,0.000854144,0
23,1,-82.76641907,0.002893041,1
14,4,-47.05428395,0.000664484,0
14,4,-73.83449833,0.00488616,1
21,6,-58.08218669,0.000364005,0
22,2,-49.44585261,0.001857564,0
9,3,-20.97903459,0.002063117,0
8,0,-35.18076879,0.000888886,0
8,4,-72.26741127,0.001447506,0
22,5,-52.05493264,0.003080606,1
5,1,-53.59761812,0.001376705,0
21,1,-60.86375763,0.016107643,2
2,0,-72.97975833,0.001055892,1
8,2,-52.47999565,0.001066327,0
23,1,-71.47948417,0.000269082,1
14,1,-62.59084278,0.007053623,1
8,6,-58.59688142,0.001865446,0
13,1,-70.56636306,0.011797144,2
20,0,-43.77231411,0.002784529,0
8,2,-61.55473067,0.000960903,0
5,6,-77.16969767,0.003788768,1
7,2,-52.05990425,0.001419143,0
22,1,-73.93857714,0.001146023,0
21,4,-59.86498384,0.00970664,1
23,1,-57.73803166,0.003309733,1
20,0,-52.06033797,0.003341118,0
9,2,-59.03888658,0.002061856,0
21,0,-45.31247854,0.001178503,0
15,4,-50.41406198,0.005273312,1
0,3,-45.43617996,0.000961739,1
19,2,-32.64289229,0.001971766,0
23,3,-54.71654942,0.001276613,0
19,3,-45.35010081,0.002602019,0
8,1,-63.15872466,0.001856404,0
4,3,-92.13296739,0.007108362,2
21,2,-61.33453442,0.004821135,1
22,6,-63.44597117,0.000980387,0
9,4,-67.67282323,0.002353862,0
22,4,-75.72044831,0.001373215,0
20,1,-58.63777125,0.002293334,0
7,2,-48.37167881,0.005088181,1
22,6,-53.83522551,0.001149758,0
8,5,-47.93909272,0.001747706,0
9,4,-63.41164143,0.004128349,1
0,5,-49.86535832,0.001239737,0
6,4,-58.53247793,0.004714508,1
20,4,-66.35983359,0.001804865,0
20,2,-57.49819156,0.002260147,0
8,1,-31.45710938,0.00104381,0
23,1,-63.0376891,0.004653481,1
7,2,-90.39059972,0.007289821,2
8,5,-65.02896564,0.003797132,1
21,4,-58.25185825,0.001144628,0
3,2,-81.32292238,0.003548093,1
21,6,-44.69747162,0.0002294,0
4,4,-89.00812329,0.009188227,2
2,4,-82.58478109,0.00322428,1
1,4,-74.35519464,0.005660602,1
19,5,-38.73645816,0.00196728,0
22,4,-62.36707751,0.000727863,0
2,1,-49.62950505,0.00375029,1
21,0,-59.12096787,0.001657557,0
11,2,-66.93778349,0.001657931,0
11,0,-64.97572399,0.001980009,0
15,6,-75.15378876,0.001255327,2
2,5,-58.57383247,0.005933152,1
12,6,-34.58594525,0.001052221,1
20,4,-45.49019022,0.000934469,0
22,6,-49.87717904,0.001138068,0
16,1,-58.4590116,0.000946011,0
8,2,-58.41901441,0.001402757,0
22,2,-63.19070974,0.001548613,0
12,4,-49.81138534,0.000499528,0
20,0,-61.81573171,0.001988817,0
22,3,-59.84061278,0.001970721,0
11,2,-55.95608513,0.008084088,1
7,2,-59.17330635,0.001311732,0
21,5,-58.98150266,0.002007857,0
3,6,-76.29037701,0.001804112,1
9,5,-57.4993948,0.001168296,0
0,1,-58.41095716,0.001981513,1
7,2,-49.64451622,0.001071285,0
12,6,-79.37050999,0.001407179,0
21,0,-64.78353324,0.002153561,0
19,4,-57.01868448,0.001448577,0
23,6,-48.91756301,0.00390194,1
8,4,-46.61811454,0.001012585,0
21,4,-58.61037414,0.002210559,0
17,4,-47.96607555,0.000619307,0
23,3,-59.71433259,0.002410273,1
2,0,-77.03082829,0.006126814,1
2,1,-44.36601062,0.000614711,0
7,6,-62.26312996,0.000213139,0
9,6,-56.53410184,0.001889574,0
16,3,-62.54436269,0.002553352,0
22,2,-56.1202445,0.001608948,0
19,0,-53.05757386,0.000512283,0
7,4,-58.99744187,0.001727902,0
20,4,-56.64688928,0.001373909,0
1,4,-75.13032608,0.005615139,1
7,1,-46.90030964,0.000993792,0
19,0,-61.96453445,0.004368615,1
9,2,-63.38301114,0.000228761,0
3,6,-79.59453769,0.003032634,1
11,4,-58.43887705,0.006254811,1
19,0,-52.72629367,0.000709253,0
19,5,-51.52134174,0.00067285,0
19,5,-53.8214092,0.001658465,0
18,3,-61.22063626,0.000814327,0
3,3,-56.90576426,0.005886321,1
3,3,-63.93214839,0.005185376,1
18,5,-60.27663756,0.00173608,0
19,2,-52.70332023,0.001942891,0
18,1,-58.29271912,0.001348675,0
9,2,-54.96439109,0.001266137,0
18,0,-55.87101384,0.001229385,0
4,0,-54.95125391,0.00155652,0
11,2,-57.43349294,0.002610219,1
3,5,-69.42293357,0.000520593,1
8,5,-63.28213326,0.002277696,0
15,3,-66.70059251,0.004712994,1
7,0,-60.69683681,0.001467014,0
16,4,-70.94169499,0.006217484,1
2,5,-63.81023846,0.002592416,1
3,3,-61.91877679,0.000527994,0
23,1,-49.27579472,0.004071195,1
2,5,-88.15019262,0.003182763,1
9,6,-78.51171834,0.005505972,1
18,1,-48.61226065,0.000911889,0
21,6,-51.41130336,0.001274743,0
21,5,-89.15037675,0.001228841,0
17,4,-54.18001443,0.00500391,1
19,6,-70.95317329,0.00103177,0
20,3,-98.1658305,0.002249407,1
9,6,-58.2279034,0.001055699,0
21,5,-60.09758935,0.000814115,0
8,6,-53.90685307,0.001917104,0
9,2,-76.29139408,0.001053741,0
23,3,-72.99633721,0.004661667,1
19,1,-63.80587088,0.001985919,0
18,6,-58.14354213,0.001573406,0
20,1,-64.70119552,0.001820823,0
23,0,-55.21314807,0.001069052,0
8,6,-63.08068853,0.005041446,1
12,5,-75.06166932,0.005711296,1
21,3,-42.72835732,0.000425835,0
6,4,-61.14810977,0.00615744,1
3,4,-60.81642478,0.000337847,0
23,3,-76.7200492,0.0061239,1
18,5,-51.26196278,0.000934528,0
10,0,-55.28361446,0.019944822,2
3,3,-72.40164579,0.011861861,1
9,0,-41.93179958,0.000978225,0
9,2,-73.30143382,0.014515115,2
8,4,-64.07529877,0.000676378,0
3,1,-52.0834851,0.010285799,2
11,3,-77.93196207,0.005607309,1
11,1,-73.95028127,0.015160993,2
19,2,-56.94270929,0.001060216,0
9,4,-59.40686145,0.000385653,0
19,3,-54.25334399,0.001344263,0
18,6,-61.78692906,0.001613423,0
9,1,-59.15116189,0.001575152,0
21,1,-65.03369014,0.006954379,1
7,2,-64.61942263,0.000944478,0
18,1,-55.23624893,0.001361419,0
1,0,-50.79470457,0.003796063,1
7,6,-39.8473946,6.02E-05,0
21,5,-62.39920167,0.001346367,0
7,4,-48.13887122,0.000458055,0
15,4,-62.83230376,0.002071323,0
4,6,-65.1769357,0.00556063,1
12,2,-18.68067363,0.020106242,2
21,5,-74.10501673,0.003195415,1
22,1,-65.34050593,0.00183194,0
7,4,-73.07235981,0.003554416,1
20,3,-48.44023778,0.002633948,0
17,2,-66.30332759,0.002967075,1
18,5,-56.26247319,0.001555566,0
14,1,-42.76245913,0.001508868,0
3,0,-61.79567296,0.001290081,0
2,4,-61.66737067,0.004020063,1
22,1,-58.75594086,0.000856609,0
21,3,-40.72351576,0.000731677,0
8,2,-44.2890117,0.00077387,0
22,6,-56.75202679,0.000800445,0
21,3,-74.1876051,0.027178755,2
22,1,-60.26505343,0.001546502,0
7,1,-65.95152378,0.00102394,0
19,3,-45.6143875,0.001389368,0
8,4,-62.23371805,0.006325304,1
23,0,-47.81006341,0.00152118,0
23,0,-83.54480002,0.021750135,2
10,0,-50.52644844,0.003458859,1
8,5,-45.11325223,0.001264958,1
17,6,-52.87104017,0.00420585,1
0,1,-47.20223411,0.001685985,0
9,2,-57.08236265,0.001701691,0
7,2,-72.70659021,0.001271046,0
22,0,-43.41091485,0.001394651,0
0,1,-56.8975681,0.005628472,1
22,1,-56.1278786,0.001157618,0
18,0,-48.89991347,0.000907124,0
19,2,-55.71052627,0.000847342,0
21,2,-51.60042306,0.000556529,0
6,2,-60.84268906,0.001171885,0
23,1,-70.34188397,0.006744848,1
9,6,-50.31689603,0.000834624,0
2,6,-74.99385614,0.007558178,1
19,1,-57.30269171,0.001441161,0
9,2,-48.80553716,0.000680674,0
22,5,-50.74934813,0.00134314,0
15,4,-57.13941071,0.00272152,0
15,5,-80.5298419,0.019256822,2
3,6,-71.40613036,0.004880794,1
8,4,-42.99529079,0.000991645,0
9,5,-70.20661543,0.00205773,0
7,0,-54.99787424,0.000961746,0
21,4,-59.84511005,0.000548249,0
8,5,-39.06531534,0.001407989,0
22,1,-58.72983844,0.001011013,0
2,3,-67.2045592,0.002646228,1
18,6,-60.95647017,0.002875892,1
7,5,-70.02694471,0.002648392,0
12,1,-109.5380276,0.005791059,1
18,1,-81.39267596,0.005278991,1
7,1,-60.69058118,0.001549068,0
3,6,-40.78295754,0.005177398,1
20,5,-53.38483408,0.000200574,0
22,6,-46.01748057,0.005948007,2
20,0,-56.03088111,0.002965884,0
19,3,-47.59624672,0.002486127,0
9,4,-46.60824456,0.00142565,0
15,2,-61.56530032,0.001966446,2
20,6,-82.11991767,0.000847434,0
22,5,-55.50951265,0.000823671,0
5,5,-49.9056094,0.005475375,1
18,1,-66.72173054,0.002262639,0
9,2,-58.38120465,0.002260257,0
13,1,-53.07442422,0.001488457,0
8,3,-56.3809347,0.001118057,0
19,1,-39.32776315,0.001685918,0
4,6,-70.26957545,0.002126252,1
20,3,-52.73971063,0.000530584,0
19,4,-48.89386848,0.000607598,0
13,6,-53.92175144,0.000940275,0
11,3,-60.76942116,0.000712562,0
5,4,-47.87036181,0.001634588,0
1,3,-56.59460077,0.006667154,1
7,5,-37.68601022,0.001393142,0
20,5,-44.29968893,0.002454294,0
17,1,-52.09378711,0.024339587,2
20,5,-65.98841698,0.003271549,2
18,2,-55.20723891,0.001850739,0
7,1,-51.9284095,0.001657968,0
16,1,-58.26581352,0.001892258,1
16,5,-62.92430235,0.00088807,0
23,6,-81.69909415,0.00280477,1
8,3,-49.45503947,0.001200456,0
5,3,-53.31571356,0.002510743,0
1,3,-76.88662701,0.003535349,1
10,2,-51.75778257,0.001201748,0
20,2,-73.45585652,0.01045116,1
19,4,-60.08914353,0.001270836,0
19,5,-50.71141508,0.004938492,0
8,2,-57.00938605,0.000470851,0
7,3,-83.78673606,0.005347301,1
5,3,-65.37715285,0.026329406,2
5,1,-47.98815786,0.003595699,1
19,5,-25.92671189,0.001942188,0
2,0,-56.12177407,0.004527676,1
21,2,-51.61761228,0.000830422,0
21,6,-79.87983024,0.001310712,0
8,0,-85.81780804,0.003621003,1
7,5,-46.91985711,0.001148715,0
23,5,-70.79605633,0.004686974,1
2,4,-59.70322234,0.000982519,0
19,2,-55.41671326,0.001952685,0
4,2,-58.27111348,0.00092482,0
19,4,-43.32272287,0.000764018,0
21,1,-59.7057893,0.000919098,0
9,4,-48.40849906,0.001393299,0
11,3,-67.16435467,0.003141008,2
18,1,-56.96237552,0.00063524,0
16,0,-47.77176084,0.000587556,0
19,4,-55.52140374,0.001762049,0
9,1,-61.76565726,0.001360189,2
19,0,-63.08231229,0.019939327,2
22,3,-64.97377685,0.001078931,0
21,3,-45.53056171,0.002432229,0
23,4,-70.98385448,0.00121219,1
9,6,-66.38165427,0.002260774,0
21,6,-52.66063005,0.002084492,0
8,2,-41.15965701,0.001220745,0
1,3,-54.5386124,0.003856978,1
13,0,-81.85637897,0.005686228,1
23,1,-67.59459596,0.006216093,1
20,5,-52.39334326,0.000530078,0
21,3,-53.34991995,0.001160501,0
7,1,-56.12282618,0.002748631,0
20,1,-52.78305872,0.00207714,0
5,4,-72.06616633,0.021679037,2
20,6,-54.53052714,0.001680635,0
10,3,-89.05562944,0.010725074,2
20,6,-55.35988579,0.0007345,0
17,2,-51.75449102,0.000654576,0
9,6,-63.6657389,0.000138155,0
19,6,-44.37244371,0.001503518,0
2,5,-76.39529501,0.002031715,1
0,2,-67.2488738,0.006356608,1
19,6,-56.97208138,0.002122703,0
20,1,-61.25712491,0.001339309,0
18,4,-56.88999583,0.001932015,0
21,5,-59.58630455,0.000681812,0
19,6,-47.88591699,0.000892928,0
19,3,-66.46365115,0.001456867,0
19,3,-57.33037166,0.000208444,0
8,5,-39.18118505,0.000593307,0
18,2,-51.45759186,0.001506037,0
23,6,-37.03730852,0.001067181,0
21,3,-54.87643649,0.000723209,0
9,3,-56.46075969,0.002423206,0
2,6,-66.05559759,0.020480855,2
1,1,-67.87088489,0.002503911,0
18,4,-44.14927751,0.001469004,0
22,1,-49.73859607,0.005527792,1
8,6,-56.47596167,0.002277601,0
7,4,-73.89967172,0.000851584,0
0,1,-76.38176743,0.003420861,1
10,2,-32.54622042,0.001583055,0
12,3,-67.3990006,0.008132189,1
14,4,-54.56126317,0.002449657,0
22,1,-83.04867365,0.004270945,1
21,4,-63.67108328,0.001717087,0
7,5,-74.5158341,0.001005071,0
7,1,-53.17092926,0.001480197,0
7,5,-64.46577561,0.001356108,0
17,5,-74.69957576,0.031960135,2
21,4,-63.93173237,0.000578304,0
9,1,-32.35171572,0.001535865,0
20,1,-68.58955729,0.000952943,0
18,1,-53.79226551,0.000583357,0
14,0,-73.30347411,0.025084105,2
7,3,-47.37145383,0.001409306,0
9,4,-53.44532442,0.002827617,0
18,2,-47.363902,0.001697725,0
9,6,-60.24409639,0.000327148,0
19,6,-45.70385609,0.001386125,0
22,6,-65.5636992,0.004112958,1
0,4,-62.60321009,0.004951602,1
12,6,-86.60582996,0.017647368,2
7,4,-48.94106118,0.002380905,0
9,0,-50.24544458,0.001712564,0
22,5,-56.32933493,0.00872864,1
1,5,-60.19809343,0.005441245,1
22,5,-74.00144002,0.004910682,1
8,5,-73.51231011,0.004073544,2
8,0,-47.55007858,0.002407868,0
15,6,-48.05749779,0.00069733,0
18,2,-71.98826799,0.001935441,0
5,1,-56.91565518,0.00386512,1
22,1,-53.18766405,0.000805514,0
21,6,-59.41239791,0.001285345,0
18,1,-63.57828931,0.000989578,0
23,6,-58.36600064,0.007258452,1
10,6,-73.56555457,0.004160024,1
18,6,-64.8320264,0.002091111,0
21,4,-40.50056042,0.000840863,0
9,3,-57.59751056,0.002132431,0
7,2,-64.3100861,0.001437748,0
3,3,-74.87964076,0.007693657,1
22,6,-59.04911934,0.000265733,0
21,6,-55.08107636,0.001322782,0
18,1,-56.7093611,0.001283119,0
19,1,-46.04123062,0.00210495,0
21,4,-66.09843769,0.000671116,0
7,0,-45.04199338,0.000315626,0
23,0,-41.08155355,0.000868347,0
1,1,-68.83628686,0.006684616,1
20,6,-27.50026044,0.016503676,2
3,1,-61.25089635,0.01018357,1
19,2,-60.79307985,0.000221158,0
3,0,-72.29393719,0.005164699,1
22,3,-17.67257277,0.00107575,0
11,2,-77.72133469,0.007130408,1
2,5,-59.81049385,0.004940741,1
6,3,-73.80078651,0.014817158,2
9,1,-54.05267258,0.001095372,0
7,2,-58.04753866,0.000522001,0
1,4,-42.24700876,0.000298519,0
0,1,-90.39721123,0.00686488,2
20,1,-70.75467507,0.002169778,0
21,0,-44.42888324,0.000698076,0
17,0,-45.18598686,0.003216629,1
20,2,-57.22779923,0.000933624,0
8,1,-71.28128677,0.000778698,0
8,0,-63.65779292,0.001332522,0
10,6,-42.79957588,0.00101384,0
9,2,-80.15292747,0.012407114,1
8,0,-62.7075088,0.001659783,0
7,4,-72.18088514,0.00140474,0
20,6,-42.02134952,0.002504605,0
21,3,-66.25092346,0.000640389,0
19,1,-55.99201003,0.002873902,0
22,2,-59.23905145,0.001289424,0
1,4,-52.19420072,0.001520948,1
21,6,-65.62471718,0.001260747,0
1,4,-40.02780774,0.017353645,2
10,2,-53.7222429,0.001915202,0
21,4,-56.95067357,0.001147084,0
8,4,-69.88274818,0.001732514,0
7,5,-51.20681766,0.001478703,0
23,2,-48.00006314,0.000210303,0
4,2,-70.00454504,0.001908428,1
11,2,-78.27339279,0.004737205,1
20,3,-49.97763092,0.002200072,0
18,0,-72.96396678,0.000575702,0
23,4,-73.21482791,0.007540174,1
19,3,-47.42878002,0.001430227,0
14,4,-48.31416136,0.001770565,0
20,1,-52.68821801,0.003807927,2
18,2,-46.96147968,0.001660817,0
4,3,-65.72341251,0.002266234,0
22,1,-52.65555105,0.004328916,1
22,1,-44.78791702,0.001124729,0
15,1,-65.06039733,0.0008872,0
18,0,-60.4314728,0.001349777,0
11,5,-84.2451663,0.004920316,1
23,2,-66.77584253,0.005143866,1
18,1,-54.18748946,0.001398601,0
1,2,-61.39791626,0.006536459,1
19,6,-64.15763567,0.00307055,0
22,4,-56.47171377,0.00085119,0
23,6,-59.18204554,0.019175283,2
21,3,-62.56776379,0.00104543,0
9,3,-63.28461849,0.001628389,0
3,0,-54.02946073,0.003246362,1
18,2,-62.25433308,0.001087351,0
8,6,-12.41933486,0.001076391,0
1,2,-31.95131147,0.001687891,0
19,2,-63.13337327,0.001746989,0
18,6,-48.30852366,0.001784428,0
9,3,-55.77866291,0.001769905,0
8,5,-63.3171034,0.001799732,0
18,5,-72.7509991,0.000911435,0
3,3,-89.51033112,0.019318657,2
18,4,-46.4986008,0.000175882,0
21,6,-55.21112332,0.001747448,0
